time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,OrgRole,known_headcount,white,mixed,asian,black,other,white_perc,mixed_perc,asian_perc,black_perc,other_perc
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,All children and family social workers,245,220,5,6,14,0,89.8,2,2.4,5.7,0
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,All children and family social workers,255,219,3,7,25,1,85.9,1.2,2.7,9.8,0.4
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,All children and family social workers,162,115,26,8,13,0,71,16,4.9,8,0
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,All children and family social workers,160,108,10,17,24,1,67.5,6.3,10.6,15,0.6
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,All children and family social workers,359,302,7,27,22,1,84.1,1.9,7.5,6.1,0.3
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,All children and family social workers,185,99,15,28,39,4,53.5,8.1,15.1,21.1,2.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,All children and family social workers,169,153,8,3,5,0,90.5,4.7,1.8,3,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,All children and family social workers,79,65,2,4,8,0,82.3,2.5,5.1,10.1,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,All children and family social workers,139,117,1,3,17,1,84.2,0.7,2.2,12.2,0.7
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,All children and family social workers,97,85,1,4,7,0,87.6,1,4.1,7.2,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,All children and family social workers,745,610,25,16,89,5,81.9,3.4,2.1,11.9,0.7
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,All children and family social workers,500,368,20,31,71,10,73.6,4,6.2,14.2,2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,All children and family social workers,104,57,3,14,30,0,54.8,2.9,13.5,28.8,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,All children and family social workers,381,324,8,5,38,6,85,2.1,1.3,10,1.6
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,All children and family social workers,110,81,6,5,17,1,73.6,5.5,4.5,15.5,0.9
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,All children and family social workers,82,59,2,1,19,1,72,2.4,1.2,23.2,1.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,All children and family social workers,262,250,3,1,8,0,95.4,1.1,0.4,3.1,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,All children and family social workers,136,77,3,2,53,1,56.6,2.2,1.5,39,0.7
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,All children and family social workers,55,44,2,3,5,1,80,3.6,5.5,9.1,1.8
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,All children and family social workers,201,175,13,3,7,3,87.1,6.5,1.5,3.5,1.5
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,All children and family social workers,178,96,8,12,60,2,53.9,4.5,6.7,33.7,1.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,All children and family social workers,313,289,10,2,11,1,92.3,3.2,0.6,3.5,0.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,All children and family social workers,513,438,11,10,54,0,85.4,2.1,1.9,10.5,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,All children and family social workers,56,54,2,0,0,0,96.4,3.6,0,0,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,All children and family social workers,763,637,18,15,84,9,83.5,2.4,2,11,1.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,All children and family social workers,193,131,3,5,53,1,67.9,1.6,2.6,27.5,0.5
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,All children and family social workers,137,108,9,6,14,0,78.8,6.6,4.4,10.2,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,All children and family social workers,422,356,22,12,31,1,84.4,5.2,2.8,7.3,0.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,All children and family social workers,120,118,0,0,2,0,98.3,0,0,1.7,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,All children and family social workers,78,37,24,9,7,1,47.4,30.8,11.5,9,1.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,All children and family social workers,89,24,2,24,39,0,27,2.2,27,43.8,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,All children and family social workers,234,191,3,6,34,0,81.6,1.3,2.6,14.5,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,All children and family social workers,376,296,8,18,50,4,78.7,2.1,4.8,13.3,1.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,All children and family social workers,68,61,2,0,5,0,89.7,2.9,0,7.4,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,All children and family social workers,257,230,3,3,19,2,89.5,1.2,1.2,7.4,0.8
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,All children and family social workers,49,28,2,7,12,0,57.1,4.1,14.3,24.5,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,All children and family social workers,59,44,1,3,10,1,74.6,1.7,5.1,16.9,1.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,All children and family social workers,96,87,3,1,4,1,90.6,3.1,1,4.2,1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",All children and family social workers,134,121,2,3,8,0,90.3,1.5,2.2,6,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",All children and family social workers,289,260,14,5,9,1,90,4.8,1.7,3.1,0.3
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,All children and family social workers,222,193,1,3,10,15,86.9,0.5,1.4,4.5,6.8
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,All children and family social workers,185,160,4,1,13,7,86.5,2.2,0.5,7,3.8
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,All children and family social workers,165,150,3,1,11,0,90.9,1.8,0.6,6.7,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,All children and family social workers,267,232,10,14,10,1,86.9,3.7,5.2,3.7,0.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,All children and family social workers,z,z,z,z,z,z,z,z,z,z,z
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,All children and family social workers,64,57,0,0,0,7,89.1,0,0,0,10.9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,All children and family social workers,148,139,1,3,4,1,93.9,0.7,2,2.7,0.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,All children and family social workers,278,250,4,0,24,0,89.9,1.4,0,8.6,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,All children and family social workers,125,121,1,1,2,0,96.8,0.8,0.8,1.6,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,All children and family social workers,86,72,3,3,7,1,83.7,3.5,3.5,8.1,1.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,All children and family social workers,101,76,4,4,16,1,75.2,4,4,15.8,1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,All children and family social workers,183,171,6,2,4,0,93.4,3.3,1.1,2.2,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,All children and family social workers,158,91,9,8,46,4,57.6,5.7,5.1,29.1,2.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,All children and family social workers,12,8,1,1,2,0,66.7,8.3,8.3,16.7,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,All children and family social workers,182,96,21,6,57,2,52.7,11.5,3.3,31.3,1.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,All children and family social workers,118,62,6,6,42,2,52.5,5.1,5.1,35.6,1.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,All children and family social workers,157,48,2,13,88,6,30.6,1.3,8.3,56.1,3.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,All children and family social workers,259,166,17,10,64,2,64.1,6.6,3.9,24.7,0.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,All children and family social workers,121,71,6,9,32,3,58.7,5,7.4,26.4,2.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,All children and family social workers,157,60,8,11,75,3,38.2,5.1,7,47.8,1.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,All children and family social workers,138,61,7,11,59,0,44.2,5.1,8,42.8,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,All children and family social workers,101,36,7,17,40,1,35.6,6.9,16.8,39.6,1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,All children and family social workers,257,126,8,17,98,8,49,3.1,6.6,38.1,3.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,All children and family social workers,271,84,7,75,96,9,31,2.6,27.7,35.4,3.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,All children and family social workers,134,68,5,11,47,3,50.7,3.7,8.2,35.1,2.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,All children and family social workers,133,72,11,13,36,1,54.1,8.3,9.8,27.1,0.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,All children and family social workers,186,60,7,17,99,3,32.3,3.8,9.1,53.2,1.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,All children and family social workers,147,84,6,14,43,0,57.1,4.1,9.5,29.3,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,All children and family social workers,152,70,7,3,70,2,46.1,4.6,2,46.1,1.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,All children and family social workers,105,31,9,8,55,2,29.5,8.6,7.6,52.4,1.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,All children and family social workers,167,74,15,9,64,5,44.3,9,5.4,38.3,3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,All children and family social workers,187,72,9,12,79,15,38.5,4.8,6.4,42.2,8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,All children and family social workers,172,66,17,28,60,1,38.4,9.9,16.3,34.9,0.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,All children and family social workers,200,63,26,13,97,1,31.5,13,6.5,48.5,0.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,All children and family social workers,206,91,7,24,84,0,44.2,3.4,11.7,40.8,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,All children and family social workers,129,34,8,51,34,2,26.4,6.2,39.5,26.4,1.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,All children and family social workers,60,36,4,2,17,1,60,6.7,3.3,28.3,1.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,All children and family social workers,91,42,2,17,28,2,46.2,2.2,18.7,30.8,2.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,All children and family social workers,108,57,8,18,23,2,52.8,7.4,16.7,21.3,1.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,All children and family social workers,50,36,0,3,9,2,72,0,6,18,4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,All children and family social workers,97,57,2,10,24,4,58.8,2.1,10.3,24.7,4.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,All children and family social workers,156,53,6,34,63,0,34,3.8,21.8,40.4,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,All children and family social workers,z,z,z,z,z,z,z,z,z,z,z
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,All children and family social workers,116,65,7,4,39,1,56,6,3.4,33.6,0.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,All children and family social workers,126,38,57,8,21,2,30.2,45.2,6.3,16.7,1.6
2022,Reporting year,National,E92000001,England,,,,,,Senior manager,587,495,24,26,33,9,84.3,4.1,4.4,5.6,1.5
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Senior manager,26,26,0,0,0,0,100,0,0,0,0
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Senior manager,79,77,0,2,0,0,97.5,0,2.5,0,0
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Senior manager,57,50,3,2,2,0,87.7,5.3,3.5,3.5,0
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Senior manager,23,21,0,1,1,0,91.3,0,4.3,4.3,0
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Senior manager,49,41,5,1,2,0,83.7,10.2,2,4.1,0
