time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Other,2210,23
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Resignation or closure of provision,60,1
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,90,1
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Standards of care concern,170,2
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for placement change during the year,Total placements changing,9490,100
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Distance not known or not recorded,810,8
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,5990,59
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,190,2
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1690,17
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1440,14
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Location of new placements during the year,Total new placements,10120,100
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Allegation (s47),50,1
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Approval removed,20,k
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,470,7
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,470,7
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Change in the status of a placement only,1320,19
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Change to/implementation of care plan,2160,31
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Child requests placement to end,220,3
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Custody arrangement,10,k
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Other,1750,25
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Resignation or closure of provision,30,k
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,310,4
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Standards of care concern,80,1
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for placement change during the year,Total placements changing,6860,100
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Distance not known or not recorded,730,10
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3050,43
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,420,6
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1460,21
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1360,19
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Location of new placements during the year,Total new placements,7020,100
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Allegation (s47),20,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Approval removed,10,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,300,6
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,510,10
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Change in the status of a placement only,770,15
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Change to/implementation of care plan,1470,30
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Child requests placement to end,200,4
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Custody arrangement,c,c
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Other,1480,30
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Resignation or closure of provision,60,1
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,70,1
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Standards of care concern,80,2
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for placement change during the year,Total placements changing,4970,100
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Distance not known or not recorded,1160,10
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,5410,48
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,290,3
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,2570,23
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1910,17
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Location of new placements during the year,Total new placements,11340,100
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Allegation (s47),120,2
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Approval removed,20,k
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,690,9
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,760,10
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Change in the status of a placement only,1180,15
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Change to/implementation of care plan,3070,40
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Child requests placement to end,320,4
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Custody arrangement,20,k
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Other,1160,15
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Resignation or closure of provision,60,1
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,240,3
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Standards of care concern,130,2
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for placement change during the year,Total placements changing,7750,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Distance not known or not recorded,1270,17
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3010,41
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,1000,13
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,820,11
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1330,18
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Location of new placements during the year,Total new placements,7430,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Allegation (s47),10,k
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Approval removed,10,k
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,400,9
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,600,13
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Change in the status of a placement only,600,13
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Change to/implementation of care plan,1290,28
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Child requests placement to end,160,3
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Custody arrangement,20,k
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Other,1450,31
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Resignation or closure of provision,30,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,40,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Standards of care concern,60,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for placement change during the year,Total placements changing,4660,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Distance not known or not recorded,1760,16
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3390,31
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,c,c
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,4470,40
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1450,13
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Location of new placements during the year,Total new placements,11080,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Allegation (s47),40,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Approval removed,20,k
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,390,7
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,670,11
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Change in the status of a placement only,640,11
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Change to/implementation of care plan,2460,41
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Child requests placement to end,270,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Custody arrangement,40,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Other,1280,21
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Resignation or closure of provision,90,2
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,60,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Standards of care concern,50,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for placement change during the year,Total placements changing,6020,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Distance not known or not recorded,3300,23
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,5800,40
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,1270,9
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1590,11
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,2540,18
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Location of new placements during the year,Total new placements,14480,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Allegation (s47),50,1
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Approval removed,10,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,390,4
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,470,5
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Change in the status of a placement only,990,11
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Change to/implementation of care plan,3550,40
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Child requests placement to end,190,2
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Custody arrangement,30,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Other,3040,34
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Resignation or closure of provision,40,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,80,1
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Standards of care concern,50,1
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for placement change during the year,Total placements changing,8890,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Distance not known or not recorded,980,12
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3950,49
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,710,9
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,590,7
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,1850,23
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Location of new placements during the year,Total new placements,8070,100
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Allegation (s47),30,1
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Approval removed,20,k
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,420,8
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,590,12
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Change in the status of a placement only,780,15
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Change to/implementation of care plan,2060,40
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Child requests placement to end,250,5
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Custody arrangement,c,c
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Other,820,16
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Resignation or closure of provision,30,1
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,90,2
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Standards of care concern,60,1
2023,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for placement change during the year,Total placements changing,5150,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Distance not known or not recorded,630,14
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,1220,27
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,c,c
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,2130,47
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,550,12
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Location of new placements during the year,Total new placements,4530,100
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Allegation (s47),10,k
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Approval removed,10,1
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,130,5
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,210,8
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Change in the status of a placement only,290,11
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Change to/implementation of care plan,1030,40
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Child requests placement to end,90,4
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Custody arrangement,10,1
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Other,660,26
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Resignation or closure of provision,80,3
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,20,1
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Standards of care concern,20,1
2023,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for placement change during the year,Total placements changing,2560,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Distance not known or not recorded,1130,17
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,2160,33
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,10,k
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,2350,36
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,900,14
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Location of new placements during the year,Total new placements,6550,100
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Allegation (s47),30,1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Approval removed,10,k
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,260,7
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,460,13
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Change in the status of a placement only,350,10
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Change to/implementation of care plan,1430,41
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Child requests placement to end,180,5
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Custody arrangement,20,1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Other,620,18
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Resignation or closure of provision,20,1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,40,1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Standards of care concern,40,1
2023,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for placement change during the year,Total placements changing,3460,100
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Distance not known or not recorded,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,208,71
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,c,c
2023,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,45,15
