time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Transferred to residential care funded by adult social services,500,2
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,1 to 4 years,650,29
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,10 to 15 years,350,16
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,16 years,80,3
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,17 years,60,3
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,18 years and over,580,26
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,5 to 9 years,390,17
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,Total,2260,100
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,Under 1 year,150,7
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Female,1050,47
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Male,1200,53
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Total,2260,100
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Accommodation on remand ended,c,c
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Adopted,290,13
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,210,9
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Care ceased for any other reason,190,8
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Care taken by another local authority,c,c
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Child moved abroad,0,0
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Died,c,c
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",150,7
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Moved into independent living (with no formalised support),40,2
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),190,8
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Residence order or child arrangement order granted,150,7
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,50,2
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,460,20
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Sentenced to custody,10,1
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Special guardianship orders,490,22
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Total,2260,100
2023,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Transferred to residential care funded by adult social services,20,1
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,1 to 4 years,1080,21
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,10 to 15 years,810,16
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,16 years,160,3
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,17 years,170,3
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,18 years and over,1850,37
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,5 to 9 years,720,14
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,Total,5050,100
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,Under 1 year,270,5
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Gender,Female,2240,44
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Gender,Male,2820,56
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Gender,Total,5050,100
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Accommodation on remand ended,30,k
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Adopted,440,9
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Age assessment determined child aged 18 or over,20,k
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,820,16
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Care ceased for any other reason,620,12
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Care taken by another local authority,40,1
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Child moved abroad,10,k
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Died,10,k
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",270,5
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Moved into independent living (with no formalised support),210,4
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),370,7
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Residence order or child arrangement order granted,190,4
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,150,3
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,980,19
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Sentenced to custody,30,1
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Special guardianship orders,770,15
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Total,5050,100
2023,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason episode ceased,Transferred to residential care funded by adult social services,100,2
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,1 to 4 years,870,25
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,10 to 15 years,500,14
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,16 years,100,3
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,17 years,130,4
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,18 years and over,1090,32
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,5 to 9 years,550,16
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,Total,3430,100
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Age on ceasing,Under 1 year,200,6
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Gender,Female,1510,44
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Gender,Male,1920,56
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Gender,Total,3430,100
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Accommodation on remand ended,20,k
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Adopted,370,11
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Age assessment determined child aged 18 or over,20,1
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,580,17
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Care ceased for any other reason,280,8
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Care taken by another local authority,20,1
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Child moved abroad,10,k
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Died,c,c
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",190,6
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Moved into independent living (with no formalised support),90,3
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),300,9
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Residence order or child arrangement order granted,190,6
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,90,3
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,590,17
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Sentenced to custody,30,1
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Special guardianship orders,620,18
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Total,3430,100
2023,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason episode ceased,Transferred to residential care funded by adult social services,20,1
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,1 to 4 years,590,24
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,10 to 15 years,310,13
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,16 years,70,3
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,17 years,80,3
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,18 years and over,930,38
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,5 to 9 years,300,12
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,Total,2430,100
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Age on ceasing,Under 1 year,150,6
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Gender,Female,1020,42
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Gender,Male,1410,58
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Gender,Total,2430,100
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Accommodation on remand ended,10,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Adopted,270,11
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Age assessment determined child aged 18 or over,10,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,230,10
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Care ceased for any other reason,260,11
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Care taken by another local authority,10,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Child moved abroad,c,c
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Died,c,c
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",110,5
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Moved into independent living (with no formalised support),80,3
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),360,15
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Residence order or child arrangement order granted,90,4
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,60,2
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,480,20
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Sentenced to custody,10,k
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Special guardianship orders,380,16
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Total,2430,100
2023,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason episode ceased,Transferred to residential care funded by adult social services,60,3
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,1 to 4 years,690,22
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,10 to 15 years,460,14
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,16 years,130,4
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,17 years,130,4
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,18 years and over,1280,40
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,5 to 9 years,350,11
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,Total,3170,100
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Age on ceasing,Under 1 year,140,5
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Female,1380,44
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Male,1790,56
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Gender,Total,3170,100
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Accommodation on remand ended,10,k
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Adopted,400,13
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Age assessment determined child aged 18 or over,10,k
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,380,12
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Care ceased for any other reason,470,15
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Care taken by another local authority,30,1
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Child moved abroad,c,c
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Died,10,k
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",220,7
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Moved into independent living (with no formalised support),100,3
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),350,11
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Residence order or child arrangement order granted,100,3
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,160,5
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,540,17
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Sentenced to custody,30,1
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Special guardianship orders,320,10
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Total,3170,100
2023,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason episode ceased,Transferred to residential care funded by adult social services,40,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,1 to 4 years,430,18
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,10 to 15 years,250,11
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,16 years,90,4
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,17 years,130,6
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,18 years and over,1160,49
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,5 to 9 years,210,9
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,Total,2380,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Age on ceasing,Under 1 year,110,5
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Female,880,37
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Male,1500,63
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Gender,Total,2380,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Accommodation on remand ended,30,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Adopted,270,11
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Age assessment determined child aged 18 or over,40,2
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,380,16
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Care ceased for any other reason,240,10
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Care taken by another local authority,10,k
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Child moved abroad,10,k
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Died,c,c
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",220,9
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Moved into independent living (with no formalised support),130,6
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),340,14
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Residence order or child arrangement order granted,80,3
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,130,6
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,220,9
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Sentenced to custody,20,1
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Special guardianship orders,170,7
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Total,2380,100
2023,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason episode ceased,Transferred to residential care funded by adult social services,90,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,1 to 4 years,680,13
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,10 to 15 years,710,14
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,16 years,330,6
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,17 years,390,8
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,18 years and over,2460,47
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,5 to 9 years,410,8
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,Total,5190,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Age on ceasing,Under 1 year,210,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Female,2060,40
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Male,3140,60
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Gender,Total,5190,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Accommodation on remand ended,30,k
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Adopted,210,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Age assessment determined child aged 18 or over,90,2
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,1050,20
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Care ceased for any other reason,340,7
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Care taken by another local authority,230,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Child moved abroad,30,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Died,20,k
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",350,7
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Moved into independent living (with no formalised support),120,2
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),980,19
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Residence order or child arrangement order granted,80,2
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,230,4
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,930,18
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Sentenced to custody,60,1
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Special guardianship orders,380,7
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Total,5190,100
2023,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason episode ceased,Transferred to residential care funded by adult social services,80,2
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,1 to 4 years,860,17
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,10 to 15 years,740,14
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,16 years,530,10
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,17 years,510,10
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,18 years and over,1860,36
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,5 to 9 years,500,9
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,Total,5220,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Age on ceasing,Under 1 year,220,4
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Female,1830,35
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Male,3390,65
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Gender,Total,5220,100
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Accommodation on remand ended,10,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Adopted,380,7
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Age assessment determined child aged 18 or over,50,1
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,810,15
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Care ceased for any other reason,390,8
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Care taken by another local authority,850,16
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Child moved abroad,10,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Died,10,k
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",310,6
2023,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason episode ceased,Moved into independent living (with no formalised support),100,2
